A településrészek részletes adatai,,,,,,,,,,
,,,,,,,,,,
Helység KSH kód,Helység hivatalos megnevezése,Vármegye megnevezése,Településrész megnevezése,Településrész jelleg kód,Postai irányító-szám,A külterület települési jellege,A településrész távolsága a központi belterülettől,A népszámlálási lakónépesség,A lakások száma,Lakott egyéb lakóegységek száma
09973,Délegyháza,Pest,Gacs sor,02,2337,Mgl.,3.0,62,43,0
09973,Délegyháza,Pest,Gallatanya,02,2337,Mgl.,1.0,343,129,0
09973,Délegyháza,Pest,Határ út,01,2337,,3.0,33,9,0
09973,Délegyháza,Pest,Központi belterület,00,2337,,,"4,910","1,848",0
09973,Délegyháza,Pest,Marosytanya,02,2337,Mgl.,4.0,2,1,0
09973,Délegyháza,Pest,Mezeitanya,02,2337,Mgl.,3.0,,,
09973,Délegyháza,Pest,Robinsonpark,01,2337,,1.0,100,34,0
09973,Délegyháza,Pest,Tsz-telep,02,2337,Mgl.,3.0,53,18,0
09973,Délegyháza,Pest,Udvarovtanya,02,2337,Mgl.,4.0,,,
09973,Délegyháza,Pest,Üdülő sétány,01,2337,,3.0,351,138,0
09973,Délegyháza,Pest,Vasúti őrházak,02,2337,Forg.,1.0,,,
17756,Demecser,Szabolcs-Szatmár-Bereg,Bodótanya,02,4516,Lh.,1.5,5,3,0
17756,Demecser,Szabolcs-Szatmár-Bereg,Borzsova,01,4516,,5.0,219,86,0
17756,Demecser,Szabolcs-Szatmár-Bereg,Központi belterület,00,4516,,,"3,636","1,361",0
17756,Demecser,Szabolcs-Szatmár-Bereg,Verestanya,02,4516,Lh.,3.6,11,6,0
08660,Demjén,Heves,Albertmajor,02,3395,Szál.,4.0,60,,
08660,Demjén,Heves,Központi belterület,00,3395,,,657,325,0
08660,Demjén,Heves,Vizeshegy,02,3395,Kt.,2.0,2,2,0
07773,Dencsháza,Baranya,Csermajor,02,7915,Kt.,1.3,,,
07773,Dencsháza,Baranya,Központi belterület,00,7915,,,423,166,1
07773,Dencsháza,Baranya,Péterfa,02,7915,Lh.,6.2,107,40,0
32595,Dénesfa,Győr-Moson-Sopron,Bogár tanya,02,9365,Mgl.,3.0,4,2,0
32595,Dénesfa,Győr-Moson-Sopron,Központi belterület,00,9365,,,438,171,0
05573,Derecske,Hajdú-Bihar,Apaállattelep,02,4130,Kt.,2.0,,,
05573,Derecske,Hajdú-Bihar,Bányakert,02,4130,Lh.,1.3,1,2,0
05573,Derecske,Hajdú-Bihar,Csemetekert,02,4130,Mgl.,4.0,2,1,0
05573,Derecske,Hajdú-Bihar,Hajnalkert,02,4130,Lh.,1.1,11,2,4
05573,Derecske,Hajdú-Bihar,Központi belterület,00,4130,,,"8,250","3,381",0
05573,Derecske,Hajdú-Bihar,Morgó,02,4130,Szo.,2.5,53,2,0
05573,Derecske,Hajdú-Bihar,Móriczföld,02,4130,Mgl.,3.5,3,2,0
05573,Derecske,Hajdú-Bihar,Rózsakert,02,4130,Mgl.,1.5,7,1,0
05573,Derecske,Hajdú-Bihar,Sportpálya,02,4130,Ki.,2.0,,,
07834,Derekegyház,Csongrád-Csanád,Foltényimajor,02,6621,Mgl.,8.0,3,1,0
07834,Derekegyház,Csongrád-Csanád,Kéktó,02,6621,Mgl.,7.2,2,3,0
07834,Derekegyház,Csongrád-Csanád,Központi belterület,00,6621,,,"1,139",493,0
07834,Derekegyház,Csongrád-Csanád,Ördöngös,02,6621,Mgl.,5.5,19,15,0
07834,Derekegyház,Csongrád-Csanád,Paptelek,02,6621,Mgl.,2.0,52,45,0
07834,Derekegyház,Csongrád-Csanád,Tompahát,01,6621,,8.0,103,75,0
07834,Derekegyház,Csongrád-Csanád,Tompahátitanyák,02,6621,Mgl.,8.0,67,29,0
24077,Deszk,Csongrád-Csanád,Deszkitanyák,02,6772,Mgl.,4.0,115,42,0
24077,Deszk,Csongrád-Csanád,Központi belterület,00,6772,,,"3,753","1,433",0
10524,Detek,Borsod-Abaúj-Zemplén,Központi belterület,00,3834,,,254,124,0
09201,Detk,Heves,Központi belterület,00,3275,,,"1,083",524,0
24819,Dévaványa,Békés,Dévaványaitanyák,02,5510,Mgl.,7.0,43,56,0
24819,Dévaványa,Békés,Központi belterület,00,5510,,,"6,750","3,154",0
32276,Devecser,Veszprém,Burucstanya,02,8460,Kt.,2.5,,,
32276,Devecser,Veszprém,Központi belterület,00,8460,,,"4,018","1,688",0
32276,Devecser,Veszprém,Meggyeserdő,02,8460,Üszl.,4.4,32,18,0
32276,Devecser,Veszprém,Olajtöltőállomás,02,8460,Ipt.,1.0,4,6,0
32276,Devecser,Veszprém,Sándormajor,02,8460,Lh.,1.9,42,11,0
32276,Devecser,Veszprém,Székpuszta,02,8460,Mgl.,5.2,76,28,0
32276,Devecser,Veszprém,Téglagyár,02,8460,Lh.,2.3,24,9,0
32276,Devecser,Veszprém,Tikhegy,02,8460,Lh.,2.0,5,3,0
32276,Devecser,Veszprém,Zsidótemető,02,8460,Lh.,1.0,2,1,0
11952,Dinnyeberki,Baranya,Boldogasszonyfadűlő,02,7683,Üd.,2.0,,,
11952,Dinnyeberki,Baranya,Központi belterület,00,7683,,,74,40,0
11688,Diósberény,Tolna,Cziglertanya,02,7072,Mgl.,4.0,,1,0
11688,Diósberény,Tolna,Központi belterület,00,7072,,,270,180,0
24013,Diósd,Pest,Árpád-házi lakópark,01,2049,,1.6,296,97,0
24013,Diósd,Pest,Központi belterület,00,2049,,,"11,331","4,159",3
06743,Diósjenő,Nógrád,Csurjatanya,02,2643,Mgl.,3.0,5,2,0
06743,Diósjenő,Nógrád,Erdészet,02,2643,Őh.,2.0,4,1,0
06743,Diósjenő,Nógrád,Fácántanya,02,2643,Mgl.,3.0,6,1,0
06743,Diósjenő,Nógrád,Juhászházak,02,2643,Mgl.,3.0,2,2,0
06743,Diósjenő,Nógrád,Kastély,02,2643,Szo.,2.0,,,
06743,Diósjenő,Nógrád,Központi belterület,00,2643,,,"2,669","1,175",0
06743,Diósjenő,Nógrád,Szociális otthon,02,2643,Szo.,3.0,145,,
06743,Diósjenő,Nógrád,Téglaház,02,2643,Lh.,3.0,3,2,0
06743,Diósjenő,Nógrád,Tucadűlő,02,2643,Lh.,2.0,,,
06743,Diósjenő,Nógrád,Varjasitanya,02,2643,Kt.,3.0,,,
28778,Dióskál,Zala,Központi belterület,00,8764,,,439,258,0
32373,Diósviszló,Baranya,Cserdűlő,02,7817,Kt.,3.6,,,
32373,Diósviszló,Baranya,Cserkódűlő,02,7817,Lh.,1.1,10,5,0
32373,Diósviszló,Baranya,Csikorgódűlő,02,7817,Kt.,2.1,,,
32373,Diósviszló,Baranya,Diósviszló vasútállomás,02,7817,Lh.,0.5,9,4,0
32373,Diósviszló,Baranya,Központi belterület,00,7817,,,584,238,0
32373,Diósviszló,Baranya,Kültelek,02,7817,Lh.,0.5,3,1,0
10870,Doba,Veszprém,Ferencmajor,02,8482,Kt.,1.0,1,1,0
10870,Doba,Veszprém,Központi belterület,00,8482,,,428,229,0
10870,Doba,Veszprém,Somlóhegy,02,8482,Mgl.,2.0,13,11,0
10870,Doba,Veszprém,Somlóvár,02,8482,Gyi.,1.5,3,22,0
33190,Doboz,Békés,Körösbalpart,02,5624,Mgl.,5.7,15,19,0
33190,Doboz,Békés,Körösbalparti erdőőrház,02,5624,Lh.,2.8,,,
33190,Doboz,Békés,Körösbalparti gátőrház,02,5624,Őh.,2.7,,,
33190,Doboz,Békés,Körösjobbpart,02,5624,Lh.,3.0,5,6,0
33190,Doboz,Békés,Körösjobbparti gátőrház,02,5624,Őh.,5.0,,,
33190,Doboz,Békés,Központi belterület,00,5624,,,"3,929","1,844",0
33190,Doboz,Békés,Szanazug,01,5624,,6.0,29,24,0
25885,Dobri,Zala,Bendehegy,02,8874,Mgl.,1.0,1,2,0
25885,Dobri,Zala,Központi belterület,00,8874,,,136,98,0
25885,Dobri,Zala,Külterület,02,8874,,,1,1,0
25885,Dobri,Zala,Pusztamalom,02,8874,Mgl.,0.2,,1,0
32708,Dobronhegy,Zala,Kandikó,02,8989,Mgl.,1.0,10,5,0
32708,Dobronhegy,Zala,Központi belterület,00,8989,,,148,74,0
30535,Dóc,Csongrád-Csanád,Alsóányás,02,6766,Mgl.,4.2,,,
30535,Dóc,Csongrád-Csanád,Bodorszék,02,6766,Mgl.,2.5,186,77,0
30535,Dóc,Csongrád-Csanád,Kispercsóraitanyák,02,6766,Mgl.,3.0,3,1,0
30535,Dóc,Csongrád-Csanád,Központi belterület,00,6766,,,472,206,0
30535,Dóc,Csongrád-Csanád,Szentferencdűlő,02,6766,Mgl.,4.6,13,4,0
25690,Domaháza,Borsod-Abaúj-Zemplén,Központi belterület,00,3627,,,819,312,0
13383,Domaszék,Csongrád-Csanád,Domaszéki külterület,02,6781,Mgl.,3.0,"2,409","1,215",2
13383,Domaszék,Csongrád-Csanád,Központi belterület,00,6781,,,"2,414",924,0
24031,Dombegyház,Békés,Gátőrház,02,5836,Mgl.,2.0,,,
24031,Dombegyház,Békés,Központi belterület,00,5836,,,"1,609","1,001",0
24031,Dombegyház,Békés,Nyékimajor,02,5836,Mgl.,2.0,9,7,0
24031,Dombegyház,Békés,Tanyák,02,5836,Őh.,1.5,6,4,0
22132,Dombiratos,Békés,Központi belterület,00,5745,,,455,391,0
22132,Dombiratos,Békés,Tanya,02,5745,Lh.,0.7,1,3,0
07685,Dombóvár,Tolna,Békatótanya,02,7200,Mgl.,4.0,,,
07685,Dombóvár,Tolna,Brulovicstanya,02,7200,Mgl.,3.5,,1,0
07685,Dombóvár,Tolna,Gólyavár,02,7200,Mgl.,1.5,,1,0
07685,Dombóvár,Tolna,Horgásztanya,02,7200,Üd.,2.5,,,
07685,Dombóvár,Tolna,Kiskonda,02,7200,Mgl.,6.0,2,2,0
07685,Dombóvár,Tolna,Központi belterület,00,7200,,,"16,377","8,397",0
07685,Dombóvár,Tolna,Langtanya,02,7200,Mgl.,1.0,,1,0
07685,Dombóvár,Tolna,Mászlony,01,7200,,5.5,89,35,0
07685,Dombóvár,Tolna,Nagykonda,02,7200,Mgl.,6.0,1,2,0
07685,Dombóvár,Tolna,Szarvasd,02,7200,Mgl.,7.5,68,33,0
07685,Dombóvár,Tolna,Szilfás,02,7200,Mgl.,2.0,27,13,0
07685,Dombóvár,Tolna,Szőlőhegy,01,7200,,4.0,695,344,0
07685,Dombóvár,Tolna,Útőrház,02,7200,Őh.,6.5,,1,0
14508,Dombrád,Szabolcs-Szatmár-Bereg,Bárányház,02,4491,Mgl.,3.5,5,1,0
14508,Dombrád,Szabolcs-Szatmár-Bereg,Gátőrház,02,4492,Őh.,5.2,2,1,0
14508,Dombrád,Szabolcs-Szatmár-Bereg,Kacsavártanya,02,4492,Mgl.,5.2,1,1,0
14508,Dombrád,Szabolcs-Szatmár-Bereg,Kistiszahát,02,4492,Lh.,7.5,31,26,0
14508,Dombrád,Szabolcs-Szatmár-Bereg,Központi belterület,00,4492,,,"3,564","1,297",0
14508,Dombrád,Szabolcs-Szatmár-Bereg,Nétola,02,4492,Lh.,5.5,10,8,0
14508,Dombrád,Szabolcs-Szatmár-Bereg,Tiszapart,01,4492,,4.0,1,2,0
04808,Domony,Pest,Domony külterület,02,2182,Üd.,5.0,251,145,0
04808,Domony,Pest,Domonyvölgy,01,2182,,0.0,361,172,0
04808,Domony,Pest,Központi belterület,00,2182,,,"1,657",556,0
04808,Domony,Pest,Zöldház,02,2182,Őh.,5.0,,,
07515,Domoszló,Heves,Központi belterület,00,3263,,,"1,874",960,0
30261,Dormánd,Heves,Bencsiktanya,02,3374,Mgl.,0.0,8,1,0
30261,Dormánd,Heves,Kishanyi,02,3374,Mgl.,4.5,7,9,0
30261,Dormánd,Heves,Központi belterület,00,3374,,,952,366,0
30261,Dormánd,Heves,Nagyhanyi,02,3374,Mgl.,6.0,,,
10490,Dorog,Komárom-Esztergom,Fehérhegy,02,2510,Üd.,2.0,,,
10490,Dorog,Komárom-Esztergom,Központi belterület,00,2510,,,"11,089","5,081",1
10490,Dorog,Komárom-Esztergom,Tömedékiszőlők,02,2510,Mgl.,2.5,290,124,2
24439,Dorogháza,Nógrád,Dorogpuszta,02,3153,Lh.,4.0,6,4,0
24439,Dorogháza,Nógrád,Központi belterület,00,3153,,,568,372,0
24439,Dorogháza,Nógrád,Pálházapuszta,02,3153,Lh.,1.5,7,4,0
24439,Dorogháza,Nógrád,Újtelep,01,3153,,1.0,385,184,0
16151,Dozmat,Vas,Központi belterület,00,9791,,,313,120,0
20695,Döbörhegy,Vas,Központi belterület,00,9914,,,121,108,0
07782,Döbröce,Zala,Központi belterület,00,8357,,,89,51,0
02565,Döbrököz,Tolna,Homokhegy,02,7228,Mgl.,2.0,4,4,0
02565,Döbrököz,Tolna,Központi belterület,00,7228,,,"1,742",910,1
02565,Döbrököz,Tolna,Nagy Pál-telep,02,7200,Lh.,6.0,29,21,0
02565,Döbrököz,Tolna,Öreghegy,02,7228,Mgl.,2.0,3,6,0
02565,Döbrököz,Tolna,Sütvénypuszta,02,7228,Mgl.,3.0,2,1,0
02565,Döbrököz,Tolna,Vasúti őrház,02,7228,Kt.,2.0,,,
29470,Döbrönte,Veszprém,HASIK-lovasudvar,02,8597,Mgl.,1.0,,1,0
29470,Döbrönte,Veszprém,Horváthtanya,02,8597,Mgl.,1.0,21,5,0
29470,Döbrönte,Veszprém,Központi belterület,00,8597,,,182,91,0
29470,Döbrönte,Veszprém,Ódöbrönte,02,8597,Lh.,0.8,21,8,0
29470,Döbrönte,Veszprém,Üdülőtelep,01,8597,,1.1,38,25,0
03647,Döge,Szabolcs-Szatmár-Bereg,Gátőrház,02,4495,Őh.,5.0,,,
03647,Döge,Szabolcs-Szatmár-Bereg,Központi belterület,00,4495,,,"2,032",733,0
06594,Dömös,Komárom-Esztergom,Dunadűlő,02,2027,Kt.,1.0,,,
06594,Dömös,Komárom-Esztergom,Kertföle,02,2027,Lh.,0.6,,,
06594,Dömös,Komárom-Esztergom,Központi belterület,00,2027,,,"1,197",476,1
06594,Dömös,Komárom-Esztergom,Macskások-Nyilasok,02,2027,Üd.,1.0,,,
06594,Dömös,Komárom-Esztergom,Préposthegy,02,2027,Üd.,1.0,3,2,0
06594,Dömös,Komárom-Esztergom,Szuhadűlő,02,2027,Üd.,1.0,,,
29647,Dömsöd,Pest,Csaplártanya,02,2344,Mgl.,5.0,15,8,0
29647,Dömsöd,Pest,Dunavecsei út,02,2344,Mgl.,2.0,32,17,0
29647,Dömsöd,Pest,Középsődűlő,02,2344,Mgl.,3.0,,,
29647,Dömsöd,Pest,Központi belterület,00,2344,,,"4,992","2,050",1
29647,Dömsöd,Pest,Kunszentmiklósi úti tanyák,02,2344,Mgl.,1.8,14,9,0
29647,Dömsöd,Pest,Nagytanya Ipari Centrum,02,2344,Ipt.,7.0,,,
29647,Dömsöd,Pest,Némedi út,02,2344,Mgl.,1.5,33,13,0
29647,Dömsöd,Pest,Öreghegy,02,2344,Mgl.,2.0,109,43,0
29647,Dömsöd,Pest,Tamási út,02,2344,Mgl.,5.0,,2,0
29647,Dömsöd,Pest,Tassi út,02,2344,Mgl.,3.5,4,6,0
29647,Dömsöd,Pest,Tókert,02,2344,Mgl.,1.5,90,60,1
29647,Dömsöd,Pest,Újhegy,02,2344,Mgl.,2.0,11,7,0
29647,Dömsöd,Pest,Üdülőterület,01,2344,,1.0,684,424,0
29647,Dömsöd,Pest,Vasút út,02,2344,Mgl.,6.0,29,18,0
21917,Dör,Győr-Moson-Sopron,Bágyogszovát vasútállomás,02,9169,Forg.,2.0,1,1,0
21917,Dör,Győr-Moson-Sopron,Központi belterület,00,9147,,,620,223,0
21917,Dör,Győr-Moson-Sopron,Major,02,9147,Mgl.,1.0,1,1,0
06363,Dörgicse,Veszprém,Agyaglikdűlő,02,8244,Üd.,2.5,,,
06363,Dörgicse,Veszprém,Apácskadűlő,02,8244,Üd.,2.0,,,
06363,Dörgicse,Veszprém,Becedűlő,02,8244,Mgl.,3.0,2,1,0
06363,Dörgicse,Veszprém,Erdeihegy,02,8242,Mgl.,1.0,,,
06363,Dörgicse,Veszprém,Kisdörgicse,01,8244,,2.5,38,20,0
06363,Dörgicse,Veszprém,Kisleshegydűlő,02,8242,Üd.,4.0,3,2,0
06363,Dörgicse,Veszprém,Kopaszdűlő,02,8244,Üd.,3.0,1,1,0
06363,Dörgicse,Veszprém,Központi belterület,00,8244,,,234,144,0
06363,Dörgicse,Veszprém,Mocsárdűlő,02,8244,Mgl.,1.0,4,2,0
03036,Döröske,Vas,Bográcshegy,02,9913,Üd.,1.8,1,1,0
03036,Döröske,Vas,Központi belterület,00,9913,,,84,68,0
03036,Döröske,Vas,Öreghegy,02,9913,Üd.,2.3,23,15,0
03036,Döröske,Vas,Öreghegyalja,02,9913,Üd.,1.8,,,
03036,Döröske,Vas,Szentegyházhegy,02,9913,Üd.,0.8,5,3,0
16009,Dötk,Zala,Központi belterület,00,8799,,,44,24,0
06123,Dövény,Borsod-Abaúj-Zemplén,Központi belterület,00,3721,,,263,118,0
07524,Drágszél,Bács-Kiskun,Drágszélitanyák,02,6342,Mgl.,4.2,,1,0
07524,Drágszél,Bács-Kiskun,Központi belterület,00,6342,,,271,147,0
28617,Drávacsehi,Baranya,Központi belterület,00,7849,,,149,74,0
28121,Drávacsepely,Baranya,Központi belterület,00,7846,,,190,89,0
17419,Drávafok,Baranya,Irmapuszta,02,7967,Mgl.,4.5,4,1,0
17419,Drávafok,Baranya,Kisfokpuszta,02,7967,Mgl.,0.6,1,1,0
17419,Drávafok,Baranya,Központi belterület,00,7967,,,455,208,0
13611,Drávagárdony,Somogy,Központi belterület,00,7977,,,151,59,0
32391,Drávaiványi,Baranya,Központi belterület,00,7960,,,163,82,0
32391,Drávaiványi,Baranya,Mocsári erdészlak,02,7960,Őh.,3.0,,,
09159,Drávakeresztúr,Baranya,Központi belterület,00,7967,,,95,79,0
09159,Drávakeresztúr,Baranya,Révfalu,02,7967,Mgl.,3.0,7,19,0
22734,Drávapalkonya,Baranya,Központi belterület,00,7850,,,267,107,0
12380,Drávapiski,Baranya,Központi belterület,00,7843,,,101,42,0
28608,Drávaszabolcs,Baranya,Gátőrház,02,7851,Őh.,2.3,1,1,0
28608,Drávaszabolcs,Baranya,Központi belterület,00,7851,,,630,248,0
28608,Drávaszabolcs,Baranya,Kültelek,02,7851,Üszl.,2.0,11,4,0
28608,Drávaszabolcs,Baranya,Lengyári lakótelep,02,7851,Lh.,2.5,65,34,0
30030,Drávaszerdahely,Baranya,Központi belterület,00,7847,,,166,76,0
21698,Drávasztára,Baranya,Központi belterület,00,7960,,,360,213,0
21698,Drávasztára,Baranya,Kültelek,02,7960,Mgl.,1.5,5,3,0
15884,Drávatamási,Somogy,Központi belterület,00,7979,,,336,103,0
08156,Drégelypalánk,Nógrád,Központi belterület,00,2646,,,"1,374",631,0
27669,Dubicsány,Borsod-Abaúj-Zemplén,Központi belterület,00,3635,,,255,114,0
27669,Dubicsány,Borsod-Abaúj-Zemplén,Vasúti őrház,02,3635,Forg.,1.5,,1,0
02936,Dudar,Veszprém,Központi belterület,00,8416,,,"1,642",647,0
02936,Dudar,Veszprém,Régibánya,02,8416,Mgl.,2.0,13,6,0
02927,Duka,Vas,Központi belterület,00,9556,,,219,157,0
33835,Dunaalmás,Komárom-Esztergom,Ádámmajor,02,2545,Mgl.,3.0,6,2,0
33835,Dunaalmás,Komárom-Esztergom,Duna sor,02,2545,Lh.,1.0,,,
33835,Dunaalmás,Komárom-Esztergom,Központi belterület,00,2545,,,"1,794",727,0
33835,Dunaalmás,Komárom-Esztergom,Tsz-kertészet,02,2545,Lh.,2.0,4,2,0
33835,Dunaalmás,Komárom-Esztergom,Útőrház,02,2545,Őh.,5.0,,,
25362,Dunabogdány,Pest,Bányatelep,02,2023,Bá.,1.5,25,11,0
25362,Dunabogdány,Pest,Bogonhátimajor,02,2023,Kt.,2.5,52,23,0
25362,Dunabogdány,Pest,Központi belterület,00,2023,,,"3,248","1,401",1
25362,Dunabogdány,Pest,Papréti erdészlak,02,2023,Őh.,0.0,1,1,0
25362,Dunabogdány,Pest,Újmajor,02,2023,Mgl.,0.5,1,1,0
21069,Dunaegyháza,Bács-Kiskun,Központi belterület,00,6323,,,"1,498",723,1
21069,Dunaegyháza,Bács-Kiskun,Külterület,02,6323,Lh.,0.9,,,
12566,Dunafalva,Bács-Kiskun,Alsószállás,02,6513,Lh.,3.0,39,61,0
12566,Dunafalva,Bács-Kiskun,Központi belterület,00,6513,,,759,471,0
12566,Dunafalva,Bács-Kiskun,Tanyák,02,6513,Lh.,3.5,26,34,0
12566,Dunafalva,Bács-Kiskun,Zártkert,01,6513,,3.5,1,1,0
31501,Dunaföldvár,Tolna,Alsóöreghegy,02,7020,Mgl.,6.0,1,2,0
31501,Dunaföldvár,Tolna,Alsótó,02,7020,Mgl.,4.0,3,3,0
31501,Dunaföldvár,Tolna,Annahegy,02,7020,Mgl.,3.5,22,15,0
31501,Dunaföldvár,Tolna,Antalhegy,02,7020,Mgl.,4.0,,,
31501,Dunaföldvár,Tolna,Barotapuszta,02,7020,Üszl.,4.0,18,15,0
31501,Dunaföldvár,Tolna,Felső-Fok,02,7020,Lh.,3.5,,,
31501,Dunaföldvár,Tolna,Felső-Homokerdő,02,7020,Lh.,2.3,,,
31501,Dunaföldvár,Tolna,Gyulahegy,02,7020,Mgl.,6.0,13,6,0
31501,Dunaföldvár,Tolna,Hunyadi park,01,7020,,4.0,229,75,0
31501,Dunaföldvár,Tolna,Hunyadi tér,01,7020,,5.0,239,141,0
31501,Dunaföldvár,Tolna,Itató,02,7020,Lh.,4.0,,,
31501,Dunaföldvár,Tolna,Jánoshegy,02,7020,Kt.,7.0,,,
31501,Dunaföldvár,Tolna,Kéri út vége,02,7020,Lh.,3.0,,,
31501,Dunaföldvár,Tolna,Közép Homokerdő vége,02,7020,Lh.,2.1,,,
31501,Dunaföldvár,Tolna,Központi belterület,00,7020,,,"7,602","3,681",1
31501,Dunaföldvár,Tolna,Külső Bölcskei út,02,7020,Mgl.,6.0,64,28,0
31501,Dunaföldvár,Tolna,Külső Kéri út,02,7020,Mgl.,4.0,17,9,0
31501,Dunaföldvár,Tolna,Külső Téglaház vége,02,7020,Lh.,2.5,,,
31501,Dunaföldvár,Tolna,Matildmajor,02,7020,Mgl.,6.0,2,1,0
31501,Dunaföldvár,Tolna,Mozsola,02,7020,Mgl.,5.0,6,4,0
31501,Dunaföldvár,Tolna,Munkácsy Mihály utca,02,7020,Lh.,2.3,1,1,0
31501,Dunaföldvár,Tolna,Nagyhegy,02,7020,Mgl.,7.0,1,4,0
31501,Dunaföldvár,Tolna,Paksi utca vége,02,7020,Lh.,2.0,,,
31501,Dunaföldvár,Tolna,Piripócs,02,7020,Mgl.,0.0,6,4,0
31501,Dunaföldvár,Tolna,Sárgaház,02,7020,Kt.,3.4,,,
31501,Dunaföldvár,Tolna,Sas utca,02,7020,Ipt.,3.4,,,
31501,Dunaföldvár,Tolna,Somoshegy,02,7020,Mgl.,7.0,3,5,0
31501,Dunaföldvár,Tolna,Szentlászló,02,7020,Mgl.,4.0,,,
31501,Dunaföldvár,Tolna,Tamankó,02,7020,Kt.,3.7,,,
31501,Dunaföldvár,Tolna,Vasúti őrház,02,7020,Kt.,5.0,,,
31501,Dunaföldvár,Tolna,Vilmospuszta,02,7020,Mgl.,5.5,15,13,0
09584,Dunaharaszti,Pest,Hókony,01,2330,,0.5,26,19,0
09584,Dunaharaszti,Pest,Kiskertek,02,2330,Kt.,2.0,173,60,4
09584,Dunaharaszti,Pest,Központi belterület,00,2330,,,"23,077","8,835",1
09584,Dunaharaszti,Pest,Paradicsomsziget,01,2330,,1.2,205,104,0
09584,Dunaharaszti,Pest,Sportsziget,01,2330,,0.3,98,37,0
18616,Dunakeszi,Pest,Alagimajor,02,2120,Mgl.,5.4,57,27,0
18616,Dunakeszi,Pest,Alsópáskomdűlő,02,2120,Kt.,0.2,,,
18616,Dunakeszi,Pest,I. vízműtelep,02,2120,Üszl.,1.7,,,
18616,Dunakeszi,Pest,II. vízműtelep,02,2120,Üszl.,1.9,1,2,0
18616,Dunakeszi,Pest,Központi belterület,00,2120,,,"43,632","18,446",2
18616,Dunakeszi,Pest,Szennyvíztisztító telep,02,2120,Üszl.,1.5,3,2,0
18616,Dunakeszi,Pest,Tőzeghorgásztavak,02,2120,Üd.,2.0,160,73,0
18616,Dunakeszi,Pest,Vasúti őrházak,02,2120,Forg.,3.8,5,2,0
27739,Dunakiliti,Győr-Moson-Sopron,Duzzasztómű,02,9225,Ipt.,3.0,,,
27739,Dunakiliti,Győr-Moson-Sopron,Központi belterület,00,9225,,,"2,030",776,0
27739,Dunakiliti,Győr-Moson-Sopron,Tejfalusziget,02,9225,Mgl.,3.0,117,56,0
27739,Dunakiliti,Győr-Moson-Sopron,Vadászház,02,9225,Lh.,1.0,,,
27739,Dunakiliti,Győr-Moson-Sopron,Vízpart utca,02,9225,Üd.,3.0,50,34,0
07861,Dunapataj,Bács-Kiskun,Alsó- és Felsőzátony,02,6328,Üd.,3.0,,,
07861,Dunapataj,Bács-Kiskun,Bakod puszta,02,6328,Mgl.,6.0,1,1,0
07861,Dunapataj,Bács-Kiskun,Bödd-Nagymajor,02,6328,Mgl.,4.0,1,2,0
07861,Dunapataj,Bács-Kiskun,Dunapataji tanyák,02,6328,Kt.,2.0,3,1,1
07861,Dunapataj,Bács-Kiskun,Központi belterület,00,6328,,,"2,971","1,589",0
07861,Dunapataj,Bács-Kiskun,Szelidi-tó külterülete,02,6328,Üd.,4.0,12,6,0
07861,Dunapataj,Bács-Kiskun,Szelidi-tó üdülőterület,01,6328,,4.0,41,36,0
02079,Dunaremete,Győr-Moson-Sopron,Gátőrház,02,9235,Őh.,1.0,,,
02079,Dunaremete,Győr-Moson-Sopron,Központi belterület,00,9235,,,253,114,0
21078,Dunaszeg,Győr-Moson-Sopron,Gyulamajor,01,9174,,2.0,36,18,0
21078,Dunaszeg,Győr-Moson-Sopron,Központi belterület,00,9174,,,"2,303",836,0
09186,Dunaszekcső,Baranya,Központi belterület,00,7712,,,"1,756",922,0
11606,Dunaszentbenedek,Bács-Kiskun,Központi belterület,00,6333,,,723,415,0
09539,Dunaszentgyörgy,Tolna,Gutaipuszta,02,7135,Lh.,1.2,1,1,0
09539,Dunaszentgyörgy,Tolna,Központi belterület,00,7135,,,"2,423","1,018",0
09539,Dunaszentgyörgy,Tolna,Külterület,02,7135,Mgl.,3.0,,,
09539,Dunaszentgyörgy,Tolna,Öreghegy,02,7135,Kt.,4.0,,,
09539,Dunaszentgyörgy,Tolna,Vetlepuszta,02,7135,Lh.,2.5,25,23,0
24101,Dunaszentmiklós,Komárom-Esztergom,Központi belterület,00,2897,,,545,264,1
15875,Dunaszentpál,Győr-Moson-Sopron,Központi belterület,00,9175,,,735,278,0
10454,Dunasziget,Győr-Moson-Sopron,Doborgazsziget belterület,01,9226,,2.0,201,88,0
10454,Dunasziget,Győr-Moson-Sopron,Doborgazsziget külterület,02,9226,Lh.,1.5,91,60,0
10454,Dunasziget,Győr-Moson-Sopron,Gátőrház,02,9226,Őh.,1.0,,,
10454,Dunasziget,Győr-Moson-Sopron,Központi belterület,00,9226,,,"1,339",552,0
10454,Dunasziget,Győr-Moson-Sopron,Nagysziget,01,9226,,2.2,78,34,0
10454,Dunasziget,Győr-Moson-Sopron,Schiszlertanya,02,9226,Lh.,1.0,,,
14766,Dunatetétlen,Bács-Kiskun,Hetényipuszta,02,6325,Lh.,3.0,,,
14766,Dunatetétlen,Bács-Kiskun,Kígyóshátpuszta,02,6325,Mgl.,4.0,,,
14766,Dunatetétlen,Bács-Kiskun,Központi belterület,00,6325,,,522,251,0
